,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
194,Imre Konig Mem,San Francisco USA,2002-09-05,"Nakamura,H","Browne,W",1-0,2494.0,2492.0,"Nakamura,H","Browne,W"
195,Imre Konig Mem,San Francisco USA,2002-09-07,"Atalik,S","Nakamura,H",1/2-1/2,2551.0,2494.0,draw,draw
196,Imre Konig Mem,San Francisco USA,2002-09-08,"Nakamura,H","Fedorowicz,J",1-0,2494.0,2509.0,"Nakamura,H","Fedorowicz,J"
197,Imre Konig Mem,San Francisco USA,2002-09-09,"Baburin,A","Nakamura,H",1/2-1/2,2580.0,2494.0,draw,draw
198,Imre Konig Mem,San Francisco USA,2002-09-11,"Nakamura,H","Akobian,V",0-1,2494.0,2486.0,"Akobian,V","Nakamura,H"
199,Imre Konig Mem,San Francisco USA,2002-09-12,"Yermolinsky,A","Nakamura,H",1/2-1/2,2592.0,2494.0,draw,draw
200,Imre Konig Mem,San Francisco USA,2002-09-14,"Nakamura,H","De Firmian,N",1-0,2494.0,2551.0,"Nakamura,H","De Firmian,N"
201,Imre Konig Mem,San Francisco USA,2002-09-15,"Shulman,Y","Nakamura,H",1/2-1/2,2591.0,2494.0,draw,draw
202,Los Inmortales IV,Santo Domingo DOM,2002-12-01,"Nakamura,H","Volkov,S",0-1,2504.0,2642.0,"Volkov,S","Nakamura,H"
203,Los Inmortales IV,Santo Domingo DOM,2002-12-04,"Oratovsky,M","Nakamura,H",0-1,2567.0,2504.0,"Nakamura,H","Oratovsky,M"
204,Los Inmortales IV,Santo Domingo DOM,2002-12-05,"Nakamura,H","Tkachiev,V",1-0,2504.0,2632.0,"Nakamura,H","Tkachiev,V"
205,ch-USA,Seattle USA,2003-01-09,"Nakamura,H","Shahade,J",1/2-1/2,2520.0,2330.0,draw,draw
206,ch-USA,Seattle USA,2003-01-10,"Watson,J","Nakamura,H",0-1,2345.0,2520.0,"Nakamura,H","Watson,J"
207,ch-USA,Seattle USA,2003-01-11,"Nakamura,H","De Firmian,N",1/2-1/2,2520.0,2537.0,draw,draw
208,ch-USA,Seattle USA,2003-01-12,"Ashley,M","Nakamura,H",0-1,2485.0,2520.0,"Nakamura,H","Ashley,M"
209,ch-USA,Seattle USA,2003-01-13,"Nakamura,H","Christiansen,L",1/2-1/2,2520.0,2566.0,draw,draw
210,ch-USA,Seattle USA,2003-01-15,"Nakamura,H","Stripunsky,A",1/2-1/2,2520.0,2554.0,draw,draw
211,ch-USA,Seattle USA,2003-01-16,"Seirawan,Y","Nakamura,H",1/2-1/2,2636.0,2520.0,draw,draw
212,ch-USA,Seattle USA,2003-01-17,"Gulko,B","Nakamura,H",1-0,2584.0,2520.0,"Gulko,B","Nakamura,H"
213,ch-USA,Seattle USA,2003-01-18,"Nakamura,H","Shahade,G",1-0,2520.0,2452.0,"Nakamura,H","Shahade,G"
214,GMB,Bermuda BER,2003-01-25,"Nakamura,H","Seul,G",1-0,2520.0,2437.0,"Nakamura,H","Seul,G"
215,GMB,Bermuda BER,2003-01-26,"Dinstuhl,V","Nakamura,H",1-0,2416.0,2520.0,"Dinstuhl,V","Nakamura,H"
216,GMB,Bermuda BER,2003-01-27,"Nakamura,H","Moreno Carnero,J",1-0,2520.0,2508.0,"Nakamura,H","Moreno Carnero,J"
217,GMB,Bermuda BER,2003-01-28,"Schmaltz,R","Nakamura,H",1/2-1/2,2529.0,2520.0,draw,draw
218,GMB,Bermuda BER,2003-01-29,"Nakamura,H","Kallio,H",1-0,2520.0,2474.0,"Nakamura,H","Kallio,H"
219,GMB,Bermuda BER,2003-01-30,"Nakamura,H","Perelshteyn,E",1/2-1/2,2520.0,2442.0,draw,draw
220,GMB,Bermuda BER,2003-02-01,"Fridman,D","Nakamura,H",1-0,2572.0,2520.0,"Fridman,D","Nakamura,H"
221,GMB,Bermuda BER,2003-02-02,"Nakamura,H","Berg,E",1-0,2520.0,2527.0,"Nakamura,H","Berg,E"
222,GMB,Bermuda BER,2003-02-03,"Blatny,P","Nakamura,H",1/2-1/2,2475.0,2520.0,draw,draw
223,GMB,Bermuda BER,2003-02-04,"Nakamura,H","Paschall,W",1-0,2520.0,2444.0,"Nakamura,H","Paschall,W"
224,GMB,Bermuda BER,2003-02-05,"Mulyar,M","Nakamura,H",0-1,2446.0,2520.0,"Nakamura,H","Mulyar,M"
225,Bermuda Open,Southampton BER,2003-02-07,"Nakamura,H","Miller,Bruce",1-0,2520.0,,"Nakamura,H","Miller,Bruce"
226,Bermuda Open,Southampton BER,2003-02-08,"Beckwith,P","Nakamura,H",0-1,2183.0,2520.0,"Nakamura,H","Beckwith,P"
227,Bermuda Open,Southampton BER,2003-02-08,"Nakamura,H","Al Modiahki,M",1/2-1/2,2520.0,2571.0,draw,draw
228,Bermuda Open,Southampton BER,2003-02-09,"Berg,E","Nakamura,H",1/2-1/2,2527.0,2520.0,draw,draw
229,Bermuda Open,Southampton BER,2003-02-09,"Nakamura,H","Perelshteyn,E",1/2-1/2,2520.0,2442.0,draw,draw
230,US Amateur Team East,Parsippany NJ USA,2003-02-15,"Nakamura,H","Bonin,J",1-0,2520.0,2370.0,"Nakamura,H","Bonin,J"
231,US Amateur Team East,Parsippany NJ USA,2003-02-17,"Schneider,Ig","Nakamura,H",1/2-1/2,2237.0,2520.0,draw,draw
232,X Anibal Open,Linares ESP,2003-02-28,"Nakamura,H","Henriksen,G",1-0,2520.0,2207.0,"Nakamura,H","Henriksen,G"
233,X Anibal Open,Linares ESP,2003-03-01,"Ahmed,Es","Nakamura,H",1/2-1/2,2395.0,2520.0,draw,draw
234,X Anibal Open,Linares ESP,2003-03-02,"Nakamura,H","Collins,S",1-0,2520.0,2331.0,"Nakamura,H","Collins,S"
235,X Anibal Open,Linares ESP,2003-03-03,"Korneev,O","Nakamura,H",1-0,2613.0,2520.0,"Korneev,O","Nakamura,H"
236,X Anibal Open,Linares ESP,2003-03-04,"Nakamura,H","Fernandez Romero,Ern",1-0,2520.0,2396.0,"Nakamura,H","Fernandez Romero,Ern"
237,X Anibal Open,Linares ESP,2003-03-05,"Labib,I","Nakamura,H",0-1,2439.0,2520.0,"Nakamura,H","Labib,I"
238,X Anibal Open,Linares ESP,2003-03-06,"Nakamura,H","Riazantsev,A",1/2-1/2,2520.0,2538.0,draw,draw
239,X Anibal Open,Linares ESP,2003-03-07,"Kempinski,R","Nakamura,H",0-1,2545.0,2520.0,"Nakamura,H","Kempinski,R"
240,X Anibal Open,Linares ESP,2003-03-08,"Nakamura,H","Inarkiev,E",0-1,2520.0,2566.0,"Inarkiev,E","Nakamura,H"
241,IV Dos Hermanas Internet Final,ICC INT,2003-03-21,"Nakamura,H","Jaracz,P",1/2-1/2,2520.0,2546.0,draw,draw
242,IV Dos Hermanas Internet Final,ICC INT,2003-03-21,"Jaracz,P","Nakamura,H",1/2-1/2,2546.0,2520.0,draw,draw
243,IV Dos Hermanas Internet Final,ICC INT,2003-03-21,"Nakamura,H","Jaracz,P",1/2-1/2,2520.0,2546.0,draw,draw
244,Foxwoods Open,Connecticut USA,2003-04-19,"Smirin,I","Nakamura,H",1-0,2662.0,2561.0,"Smirin,I","Nakamura,H"
245,Foxwoods Open,Connecticut USA,2003-04-20,"Kreiman,B","Nakamura,H",0-1,2481.0,2561.0,"Nakamura,H","Kreiman,B"
246,12th Chicago Open,Oak Brook USA,2003-05-26,"Nakamura,H","Geist,M",1-0,2561.0,2283.0,"Nakamura,H","Geist,M"
247,60th NY Masters,New York USA,2003-06-10,"Bonin,J","Nakamura,H",1-0,2364.0,2561.0,"Bonin,J","Nakamura,H"
248,60th NY Masters,New York USA,2003-06-10,"Yudasin,L","Nakamura,H",1-0,2558.0,2561.0,"Yudasin,L","Nakamura,H"
249,31st World Open,Philadelphia USA,2003-06-30,"Alexopoulos,G","Nakamura,H",0-1,2249.0,2561.0,"Nakamura,H","Alexopoulos,G"
250,31st World Open,Philadelphia USA,2003-07-01,"Nakamura,H","Benen,S",0-1,2561.0,2251.0,"Benen,S","Nakamura,H"
251,31st World Open,Philadelphia USA,2003-07-02,"Tsiganov,I1","Nakamura,H",1/2-1/2,2250.0,2561.0,draw,draw
252,31st World Open,Philadelphia USA,2003-07-05,"Klein,Ere","Nakamura,H",1/2-1/2,2291.0,2561.0,draw,draw
253,63rd NY Masters,New York USA,2003-07-08,"Sarkar,J","Nakamura,H",0-1,2382.0,2568.0,"Nakamura,H","Sarkar,J"
254,63rd NY Masters,New York USA,2003-07-08,"Nakamura,H","Wojtkiewicz,A",1-0,2568.0,2543.0,"Nakamura,H","Wojtkiewicz,A"
255,63rd NY Masters,New York USA,2003-07-08,"Blatny,P","Nakamura,H",1/2-1/2,2503.0,2568.0,draw,draw
256,64th NY Masters,New York USA,2003-07-15,"Kedyk,D","Nakamura,H",1-0,2154.0,2568.0,"Kedyk,D","Nakamura,H"
257,II American Continental,Buenos Aires ARG,2003-08-17,"Szmetan,R","Nakamura,H",0-1,2288.0,2568.0,"Nakamura,H","Szmetan,R"
258,II American Continental,Buenos Aires ARG,2003-08-18,"Nakamura,H","Delgado,Al",1-0,2568.0,2310.0,"Nakamura,H","Delgado,Al"
259,II American Continental,Buenos Aires ARG,2003-08-19,"Garcia Palermo,C","Nakamura,H",0-1,2443.0,2568.0,"Nakamura,H","Garcia Palermo,C"
260,II American Continental,Buenos Aires ARG,2003-08-21,"Nakamura,H","Goldin,A",0-1,2568.0,2608.0,"Goldin,A","Nakamura,H"
261,II American Continental,Buenos Aires ARG,2003-08-22,"Roselli Mailhe,B","Nakamura,H",0-1,2440.0,2568.0,"Nakamura,H","Roselli Mailhe,B"
262,II American Continental,Buenos Aires ARG,2003-08-23,"Granda Zuniga,J","Nakamura,H",0-1,2641.0,2568.0,"Nakamura,H","Granda Zuniga,J"
263,II American Continental,Buenos Aires ARG,2003-08-25,"Nakamura,H","Novikov,I",0-1,2568.0,2598.0,"Novikov,I","Nakamura,H"
264,II American Continental,Buenos Aires ARG,2003-08-26,"Nakamura,H","Campora,D",1/2-1/2,2568.0,2510.0,draw,draw
265,II American Continental,Buenos Aires ARG,2003-08-27,"Sagalchik,G","Nakamura,H",0-1,2491.0,2568.0,"Nakamura,H","Sagalchik,G"
266,II American Continental,Buenos Aires ARG,2003-08-28,"Nakamura,H","Ivanov,AV USA",1-0,2568.0,2538.0,"Nakamura,H","Ivanov,AV USA"
267,II American Continental,Buenos Aires ARG,2003-08-29,"Morovic Fernandez,I","Nakamura,H",1/2-1/2,2573.0,2568.0,draw,draw
268,Levy mem,Denver USA,2003-09-18,"Nakamura,H","Firman,N",0-1,2568.0,2513.0,"Firman,N","Nakamura,H"
269,Levy mem,Denver USA,2003-09-21,"Kraai,J","Nakamura,H",1/2-1/2,2436.0,2568.0,draw,draw
270,79th NY Masters,New York USA,2003-10-28,"Privman,B","Nakamura,H",0-1,2240.0,2565.0,"Nakamura,H","Privman,B"
271,79th NY Masters,New York USA,2003-10-28,"Nakamura,H","Wojtkiewicz,A",0-1,2565.0,2571.0,"Wojtkiewicz,A","Nakamura,H"
272,79th NY Masters,New York USA,2003-10-28,"Sarkar,J","Nakamura,H",0-1,2369.0,2565.0,"Nakamura,H","Sarkar,J"
273,79th NY Masters,New York USA,2003-10-28,"Becerra Rivero,J","Nakamura,H",1-0,2558.0,2565.0,"Becerra Rivero,J","Nakamura,H"
274,81st NY Masters,New York USA,2003-11-11,"Nakamura,H","Becerra Rivero,J",1/2-1/2,2565.0,2558.0,draw,draw
275,Open,Santo Domingo DOM,2003-11-27,"De la Cruz,M","Nakamura,H",0-1,2081.0,2565.0,"Nakamura,H","De la Cruz,M"
276,Open,Santo Domingo DOM,2003-11-28,"Nakamura,H","Fauland,P",1-0,2565.0,2262.0,"Nakamura,H","Fauland,P"
277,Open,Santo Domingo DOM,2003-11-29,"Van Haastert,E","Nakamura,H",0-1,2435.0,2565.0,"Nakamura,H","Van Haastert,E"
278,Open,Santo Domingo DOM,2003-11-30,"Nakamura,H","Dominiguez,JM",1-0,2565.0,2313.0,"Nakamura,H","Dominiguez,JM"
279,Open,Santo Domingo DOM,2003-11-30,"Nakamura,H","Milov,V",0-1,2565.0,2574.0,"Milov,V","Nakamura,H"
280,Open,Santo Domingo DOM,2003-12-01,"Socko,M","Nakamura,H",0-1,2395.0,2565.0,"Nakamura,H","Socko,M"
281,Open,Santo Domingo DOM,2003-12-02,"Nakamura,H","Ehlvest,J",1/2-1/2,2565.0,2602.0,draw,draw
282,Open,Santo Domingo DOM,2003-12-03,"Alekseev,E","Nakamura,H",1/2-1/2,2613.0,2565.0,draw,draw
283,Open,Santo Domingo DOM,2003-12-04,"Nakamura,H","De Vreugt,D",0-1,2565.0,2451.0,"De Vreugt,D","Nakamura,H"
284,It,Pamplona ESP,2003-12-20,"Sutovsky,E","Nakamura,H",1-0,2646.0,2565.0,"Sutovsky,E","Nakamura,H"
285,It,Pamplona ESP,2003-12-21,"Nakamura,H","Romero Holmes,A",0-1,2565.0,2544.0,"Romero Holmes,A","Nakamura,H"
286,It,Pamplona ESP,2003-12-22,"Bologan,V","Nakamura,H",1/2-1/2,2673.0,2565.0,draw,draw
287,It,Pamplona ESP,2003-12-23,"Nakamura,H","Karjakin,Sergey",1-0,2565.0,2562.0,"Nakamura,H","Karjakin,Sergey"
288,It,Pamplona ESP,2003-12-26,"McShane,L","Nakamura,H",1/2-1/2,2649.0,2565.0,draw,draw
289,It,Pamplona ESP,2003-12-27,"Illescas Cordoba,M","Nakamura,H",1-0,2602.0,2565.0,"Illescas Cordoba,M","Nakamura,H"
290,It,Pamplona ESP,2003-12-28,"Nakamura,H","Pelletier,Y",1-0,2565.0,2604.0,"Nakamura,H","Pelletier,Y"
291,GMB,Wijk aan Zee NED,2004-01-10,"Nakamura,H","Hamdouchi,H",1/2-1/2,2571.0,2588.0,draw,draw
292,GMB,Wijk aan Zee NED,2004-01-11,"Van der Wiel,J","Nakamura,H",1-0,2542.0,2571.0,"Van der Wiel,J","Nakamura,H"
293,GMB,Wijk aan Zee NED,2004-01-13,"Nakamura,H","Lobron,E",1-0,2571.0,2497.0,"Nakamura,H","Lobron,E"
294,GMB,Wijk aan Zee NED,2004-01-14,"Naiditsch,A","Nakamura,H",1-0,2576.0,2571.0,"Naiditsch,A","Nakamura,H"
295,GMB,Wijk aan Zee NED,2004-01-15,"Nakamura,H",Zhu Chen,1/2-1/2,2571.0,2495.0,draw,draw
296,GMB,Wijk aan Zee NED,2004-01-17,"Dominguez,L","Nakamura,H",1/2-1/2,2605.0,2571.0,draw,draw
297,GMB,Wijk aan Zee NED,2004-01-18,"Nakamura,H","Nijboer,F",1-0,2571.0,2586.0,"Nakamura,H","Nijboer,F"
298,GMB,Wijk aan Zee NED,2004-01-19,"Granda Zuniga,J","Nakamura,H",1-0,2581.0,2571.0,"Granda Zuniga,J","Nakamura,H"
299,GMB,Wijk aan Zee NED,2004-01-20,"Nakamura,H","Bruzon,L",1-0,2571.0,2603.0,"Nakamura,H","Bruzon,L"
300,GMB,Wijk aan Zee NED,2004-01-22,"Tiviakov,S","Nakamura,H",0-1,2600.0,2571.0,"Nakamura,H","Tiviakov,S"
301,GMB,Wijk aan Zee NED,2004-01-23,"Nakamura,H","Stefanova,A",1/2-1/2,2571.0,2478.0,draw,draw
302,GMB,Wijk aan Zee NED,2004-01-24,"Stellwagen,D","Nakamura,H",1/2-1/2,2489.0,2571.0,draw,draw
303,GMB,Wijk aan Zee NED,2004-01-25,"Nakamura,H","Fressinet,L",1-0,2571.0,2636.0,"Nakamura,H","Fressinet,L"
304,91st NY Masters,New York USA,2004-02-10,"Molner,Mackenzie","Nakamura,H",0-1,,2571.0,"Nakamura,H","Molner,Mackenzie"
305,91st NY Masters,New York USA,2004-02-10,"Nakamura,H","Yudasin,L",1/2-1/2,2571.0,2568.0,draw,draw
306,21st Open,Reykjavik ISL,2004-03-07,"Thorsteinsson,T","Nakamura,H",0-1,2278.0,2571.0,"Nakamura,H","Thorsteinsson,T"
307,21st Open,Reykjavik ISL,2004-03-08,"Nakamura,H","Zatonskih,A",1-0,2571.0,2436.0,"Nakamura,H","Zatonskih,A"
308,21st Open,Reykjavik ISL,2004-03-09,"Nakamura,H",Bu Xiangzhi,1/2-1/2,2571.0,2606.0,draw,draw
309,21st Open,Reykjavik ISL,2004-03-10,"Erenburg,S","Nakamura,H",1-0,2523.0,2571.0,"Erenburg,S","Nakamura,H"
310,21st Open,Reykjavik ISL,2004-03-11,"Nakamura,H","Pogorelov,R",1/2-1/2,2571.0,2451.0,draw,draw
311,21st Open,Reykjavik ISL,2004-03-12,"Schmaltz,R","Nakamura,H",1/2-1/2,2527.0,2571.0,draw,draw
312,21st Open,Reykjavik ISL,2004-03-14,"Nakamura,H","Olafsson,H1",1/2-1/2,2571.0,2504.0,draw,draw
313,21st Open,Reykjavik ISL,2004-03-15,"Vidarsson,J","Nakamura,H",0-1,2333.0,2571.0,"Nakamura,H","Vidarsson,J"
314,21st Open,Reykjavik ISL,2004-03-16,"Nakamura,H","Hillarp Persson,T",0-1,2571.0,2530.0,"Hillarp Persson,T","Nakamura,H"
315,V Millennium Festival,Virginia Beach USA,2004-04-02,"Rogalski,T","Nakamura,H",0-1,2119.0,2571.0,"Nakamura,H","Rogalski,T"
316,V Millennium Festival,Virginia Beach USA,2004-04-03,"Nakamura,H","Zisman,B",1-0,2571.0,2238.0,"Nakamura,H","Zisman,B"
317,V Millennium Festival,Virginia Beach USA,2004-04-03,"Miller,Daniel I","Nakamura,H",0-1,,2571.0,"Nakamura,H","Miller,Daniel I"
318,V Millennium Festival,Virginia Beach USA,2004-04-04,"Nakamura,H","Becerra Rivero,J",1-0,2571.0,2569.0,"Nakamura,H","Becerra Rivero,J"
319,V Millennium Festival,Virginia Beach USA,2004-04-04,"Wojtkiewicz,A","Nakamura,H",1/2-1/2,2564.0,2571.0,draw,draw
320,6th Foxwoods Open,Connecticut USA,2004-04-08,"Goletiani,R","Nakamura,H",0-1,2352.0,2580.0,"Nakamura,H","Goletiani,R"
321,6th Foxwoods Open,Connecticut USA,2004-04-09,"Shabalov,A","Nakamura,H",1/2-1/2,2624.0,2580.0,draw,draw
322,6th Foxwoods Open,Connecticut USA,2004-04-10,"Nakamura,H","Stein,Alan R",1-0,2580.0,,"Nakamura,H","Stein,Alan R"
323,6th Foxwoods Open,Connecticut USA,2004-04-11,"Nakamura,H","Goldin,A",1/2-1/2,2580.0,2611.0,draw,draw
324,Decameron Open,Santo Domingo DOM,2004-04-25,"Nakamura,H","Lugo,B",1-0,2580.0,2395.0,"Nakamura,H","Lugo,B"
325,Decameron Open,Santo Domingo DOM,2004-04-29,"Ehlvest,J","Nakamura,H",1/2-1/2,2596.0,2580.0,draw,draw
326,102nd NY Masters,New York USA,2004-05-18,"Caruana,F","Nakamura,H",0-1,2140.0,2580.0,"Nakamura,H","Caruana,F"
327,102nd NY Masters,New York USA,2004-05-18,"Nakamura,H","Stripunsky,A",0-1,2580.0,2553.0,"Stripunsky,A","Nakamura,H"
328,Chicago Open,Chicago USA,2004-05-31,"Golod,V","Nakamura,H",1/2-1/2,2552.0,2580.0,draw,draw
329,Chicago Open,Chicago USA,2004-05-31,"Shabalov,A","Nakamura,H",1-0,2624.0,2580.0,"Shabalov,A","Nakamura,H"
330,FIDE WCh KO,Tripoli LBA,2004-06-19,"Nakamura,H","Volkov,S1",1/2-1/2,2580.0,2629.0,draw,draw
331,FIDE WCh KO,Tripoli LBA,2004-06-20,"Nakamura,H","Volkov,S1",1-0,2580.0,2629.0,"Nakamura,H","Volkov,S1"
332,FIDE WCh KO,Tripoli LBA,2004-06-20,"Volkov,S1","Nakamura,H",0-1,2629.0,2580.0,"Nakamura,H","Volkov,S1"
333,FIDE WCh KO,Tripoli LBA,2004-06-20,"Volkov,S1","Nakamura,H",1/2-1/2,2629.0,2580.0,draw,draw
334,FIDE WCh KO,Tripoli LBA,2004-06-21,"Nakamura,H","Aleksandrov,A",1-0,2580.0,2668.0,"Nakamura,H","Aleksandrov,A"
335,FIDE WCh KO,Tripoli LBA,2004-06-22,"Aleksandrov,A","Nakamura,H",1/2-1/2,2668.0,2580.0,draw,draw
336,FIDE WCh KO,Tripoli LBA,2004-06-23,"Nakamura,H","Lastin,A",1-0,2580.0,2622.0,"Nakamura,H","Lastin,A"
337,FIDE WCh KO,Tripoli LBA,2004-06-24,"Lastin,A","Nakamura,H",1/2-1/2,2622.0,2580.0,draw,draw
338,FIDE WCh KO,Tripoli LBA,2004-06-26,"Nakamura,H","Adams,Mi",0-1,2580.0,2731.0,"Adams,Mi","Nakamura,H"
339,FIDE WCh KO,Tripoli LBA,2004-06-27,"Adams,Mi","Nakamura,H",1/2-1/2,2731.0,2580.0,draw,draw
340,32nd World Open,Philadelphia USA,2004-07-04,"Fridman,D2","Nakamura,H",0-1,2594.0,2601.0,"Nakamura,H","Fridman,D2"
341,32nd World Open,Philadelphia USA,2004-07-04,"Nakamura,H","Shabalov,A",1/2-1/2,2601.0,2605.0,draw,draw
342,32nd World Open,Philadelphia USA,2004-07-05,"Akobian,V","Nakamura,H",1/2-1/2,2526.0,2601.0,draw,draw
343,32nd World Open,Philadelphia USA,2004-07-06,"Nakamura,H","Stocek,J",1/2-1/2,2601.0,2557.0,draw,draw
344,112th NY Masters,New York USA,2004-08-03,"Kleiman,J","Nakamura,H",0-1,2238.0,2601.0,"Nakamura,H","Kleiman,J"
345,112th NY Masters,New York USA,2004-08-03,"Miton,K","Nakamura,H",1/2-1/2,2597.0,2601.0,draw,draw
346,US Open,Fort Lauderdale USA,2004-08-10,"Sagalchik,G","Nakamura,H",1/2-1/2,2487.0,2601.0,draw,draw
347,US Open,Fort Lauderdale USA,2004-08-13,"Nakamura,H","Castaneda,N",1-0,2601.0,2288.0,"Nakamura,H","Castaneda,N"
348,US Open,Fort Lauderdale USA,2004-08-14,"Matikozian,A","Nakamura,H",1-0,2470.0,2601.0,"Matikozian,A","Nakamura,H"
349,113th NY Masters Blitz Playoff,New York USA,2004-08-17,"Benjamin,Joe","Nakamura,H",1-0,2566.0,2601.0,"Benjamin,Joe","Nakamura,H"
350,113th NY Masters,New York USA,2004-08-17,"Nakamura,H","Benjamin,Joe",1/2-1/2,2601.0,2566.0,draw,draw
351,State-ch,New York USA,2004-09-04,"Bisguier,A","Nakamura,H",0-1,2281.0,2601.0,"Nakamura,H","Bisguier,A"
352,State-ch,New York USA,2004-09-05,"Nakamura,H","Karklins,A",1-0,2601.0,2298.0,"Nakamura,H","Karklins,A"
353,State-ch,New York USA,2004-09-06,"Nakamura,H","Nikolayev,I",1/2-1/2,2601.0,2334.0,draw,draw
354,State-ch,New York USA,2004-09-06,"Nakamura,H","Hess,Ro",1-0,2601.0,2176.0,"Nakamura,H","Hess,Ro"
355,117th NY Masters,New York USA,2004-09-14,"Hoffmann,As","Nakamura,H",0-1,2272.0,2601.0,"Nakamura,H","Hoffmann,As"
356,117th NY Masters,New York USA,2004-09-14,"Yudasin,L","Nakamura,H",1/2-1/2,2556.0,2601.0,draw,draw
357,118th NY Masters,New York USA,2004-09-21,"Bonin,J","Nakamura,H",0-1,2342.0,2601.0,"Nakamura,H","Bonin,J"
358,118th NY Masters,New York USA,2004-09-21,"Nakamura,H","Lenderman,A",1-0,2601.0,2298.0,"Nakamura,H","Lenderman,A"
359,Monarch Assurance,Port Erin IOM,2004-09-25,"Nakamura,H","Pert,R",1-0,2601.0,2407.0,"Nakamura,H","Pert,R"
360,Monarch Assurance,Port Erin IOM,2004-09-26,"Berzinsh,R","Nakamura,H",0-1,2455.0,2601.0,"Nakamura,H","Berzinsh,R"
361,Monarch Assurance,Port Erin IOM,2004-09-27,"Nakamura,H","Ghaem Maghami,E",1/2-1/2,2601.0,2552.0,draw,draw
362,Monarch Assurance,Port Erin IOM,2004-09-28,"Wells,P","Nakamura,H",1/2-1/2,2494.0,2601.0,draw,draw
363,Monarch Assurance,Port Erin IOM,2004-09-29,"Nakamura,H","Ramesh,R",1-0,2601.0,2484.0,"Nakamura,H","Ramesh,R"
364,Monarch Assurance,Port Erin IOM,2004-09-30,"Speelman,J","Nakamura,H",0-1,2555.0,2601.0,"Nakamura,H","Speelman,J"
365,Monarch Assurance,Port Erin IOM,2004-10-01,"Nakamura,H","Chandler,M",1/2-1/2,2601.0,2531.0,draw,draw
366,Monarch Assurance,Port Erin IOM,2004-10-02,"Kotronias,V","Nakamura,H",1-0,2608.0,2601.0,"Kotronias,V","Nakamura,H"
367,Monarch Assurance,Port Erin IOM,2004-10-03,"Nakamura,H","Rowson,J",0-1,2601.0,2558.0,"Rowson,J","Nakamura,H"
368,121st NY Masters,New York USA,2004-10-12,"Rohde,M","Nakamura,H",0-1,2506.0,2620.0,"Nakamura,H","Rohde,M"
369,121st NY Masters,New York USA,2004-10-12,"Nakamura,H","Wojtkiewicz,A",1-0,2620.0,2539.0,"Nakamura,H","Wojtkiewicz,A"
370,121st NY Masters,New York USA,2004-10-12,"Kamsky,G","Nakamura,H",1/2-1/2,2717.0,2620.0,draw,draw
371,124th NY Masters,New York USA,2004-11-09,"Wojtkiewicz,A","Nakamura,H",1/2-1/2,2539.0,2620.0,draw,draw
372,125th NY Masters,New York USA,2004-11-16,"Schneider,Ig","Nakamura,H",0-1,2315.0,2620.0,"Nakamura,H","Schneider,Ig"
373,125th NY Masters,New York USA,2004-11-16,"Miton,K","Nakamura,H",1/2-1/2,2600.0,2620.0,draw,draw
374,125th NY Masters,New York USA,2004-11-16,"Nakamura,H","Stripunsky,A",1-0,2620.0,2533.0,"Nakamura,H","Stripunsky,A"
375,ch-USA,San Diego USA,2004-11-24,"Nakamura,H","Muhammad,S",1-0,2620.0,2387.0,"Nakamura,H","Muhammad,S"
376,ch-USA,San Diego USA,2004-11-25,"Lakdawala,C","Nakamura,H",0-1,2422.0,2620.0,"Nakamura,H","Lakdawala,C"
377,ch-USA,San Diego USA,2004-11-26,"Nakamura,H","Stripunsky,A",1/2-1/2,2620.0,2533.0,draw,draw
378,ch-USA,San Diego USA,2004-11-28,"De Firmian,N","Nakamura,H",0-1,2550.0,2620.0,"Nakamura,H","De Firmian,N"
379,ch-USA,San Diego USA,2004-11-29,"Nakamura,H","Kudrin,S",1/2-1/2,2620.0,2528.0,draw,draw
380,ch-USA,San Diego USA,2004-11-30,"Serper,G","Nakamura,H",1/2-1/2,2542.0,2620.0,draw,draw
381,ch-USA,San Diego USA,2004-12-02,"Kaidanov,G","Nakamura,H",0-1,2611.0,2620.0,"Nakamura,H","Kaidanov,G"
382,ch-USA,San Diego USA,2004-12-03,"Nakamura,H","Goldin,A",1/2-1/2,2620.0,2620.0,draw,draw
383,ch-USA,San Diego USA,2004-12-04,"Nakamura,H","Ibragimov,I",1-0,2620.0,2585.0,"Nakamura,H","Ibragimov,I"
384,ch-USA Rapid Playoff,San Diego USA,2004-12-05,"Stripunsky,A","Nakamura,H",0-1,2533.0,2620.0,"Nakamura,H","Stripunsky,A"
385,ch-USA Rapid Playoff,San Diego USA,2004-12-05,"Nakamura,H","Stripunsky,A",1-0,2620.0,2533.0,"Nakamura,H","Stripunsky,A"
386,Match,Cuernavaca MEX,2004-12-09,"Nakamura,H","Karjakin,Sergey",1-0,2620.0,2576.0,"Nakamura,H","Karjakin,Sergey"
387,Match,Cuernavaca MEX,2004-12-10,"Karjakin,Sergey","Nakamura,H",0-1,2576.0,2620.0,"Nakamura,H","Karjakin,Sergey"
388,Match,Cuernavaca MEX,2004-12-11,"Nakamura,H","Karjakin,Sergey",0-1,2620.0,2576.0,"Karjakin,Sergey","Nakamura,H"
389,Match,Cuernavaca MEX,2004-12-12,"Karjakin,Sergey","Nakamura,H",1/2-1/2,2576.0,2620.0,draw,draw
