,event,site,date_played,white,black,result,white_elo,black_elo,winner,loser
1209,PCA/Intel-GP,Paris,1995-01-01,"Anand, Viswanathan","Kasparov, Gary",0-1,2725,2795,"Kasparov, Gary","Anand, Viswanathan"
1210,PCA/Intel-GP,Paris,1995-01-01,"Kramnik, Vladimir","Kasparov, Gary",0-1,2730,2795,"Kasparov, Gary","Kramnik, Vladimir"
1211,PCA/Intel-GP,Paris,1995-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2795,2730,draw,draw
1212,PCA/Intel-GP,Paris,1995-01-01,"Kasparov, Gary","Kramnik, Vladimir",0-1,2795,2730,"Kramnik, Vladimir","Kasparov, Gary"
1213,PCA/Intel-GP,Paris,1995-01-01,"Kramnik, Vladimir","Kasparov, Gary",0-1,2730,2795,"Kasparov, Gary","Kramnik, Vladimir"
1214,Reykjavik TV rapid,Reykjavik,1995-01-01,"Stefansson, Hannes","Kasparov, Gary",0-1,2530,2805,"Kasparov, Gary","Stefansson, Hannes"
1215,Reykjavik TV rapid,Reykjavik,1995-01-01,"Kasparov, Gary","Hjartarson, Johann",1/2-1/2,2805,2590,draw,draw
1216,Reykjavik TV rapid,Reykjavik,1995-01-01,"Olafsson, Helgi","Kasparov, Gary",0-1,2520,2805,"Kasparov, Gary","Olafsson, Helgi"
1217,Tal mem,Riga,1995-01-01,"Kasparov, Gary","Timman, Jan H",1-0,2805,2635,"Kasparov, Gary","Timman, Jan H"
1218,Tal mem,Riga,1995-01-01,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2715,2805,draw,draw
1219,Tal mem,Riga,1995-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2805,2715,"Kasparov, Gary","Anand, Viswanathan"
1220,Tal mem,Riga,1995-01-01,"Jussupow, Artur","Kasparov, Gary",0-1,2660,2805,"Kasparov, Gary","Jussupow, Artur"
1221,Tal mem,Riga,1995-01-01,"Kasparov, Gary","Ivanchuk, Vassily",1/2-1/2,2805,2700,draw,draw
1222,Tal mem,Riga,1995-01-01,"Vaganian, Rafael A","Kasparov, Gary",0-1,2640,2805,"Kasparov, Gary","Vaganian, Rafael A"
1223,Tal mem,Riga,1995-01-01,"Kasparov, Gary","Ehlvest, Jaan",1/2-1/2,2805,2615,draw,draw
1224,Tal mem,Riga,1995-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2655,2805,draw,draw
1225,Tal mem,Riga,1995-01-01,"Kasparov, Gary","Kengis, Edvins",1-0,2805,2575,"Kasparov, Gary","Kengis, Edvins"
1226,Tal mem,Riga,1995-01-01,"Gulko, Boris F","Kasparov, Gary",1/2-1/2,2595,2805,draw,draw
1227,Las Palmas,Las Palmas,1996-12-11,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2785,2765,draw,draw
1228,Las Palmas,Las Palmas,1996-12-12,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2785,2735,draw,draw
1229,Las Palmas,Las Palmas,1996-12-15,"Karpov, Anatoly","Kasparov, Gary",1/2-1/2,2775,2785,draw,draw
1230,Las Palmas,Las Palmas,1996-12-16,"Kasparov, Gary","Topalov, Veselin",1/2-1/2,2785,2750,draw,draw
1231,Las Palmas,Las Palmas,1996-12-17,"Kasparov, Gary","Ivanchuk, Vassily",1-0,2785,2730,"Kasparov, Gary","Ivanchuk, Vassily"
1232,Las Palmas,Las Palmas,1996-12-19,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2765,2785,draw,draw
1233,Las Palmas,Las Palmas,1996-12-20,"Kasparov, Gary","Karpov, Anatoly",1-0,2785,2775,"Kasparov, Gary","Karpov, Anatoly"
1234,Las Palmas,Las Palmas,1996-12-21,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2735,2785,draw,draw
1235,Amsterdam VSB,Amsterdam,1996-01-01,"Topalov, Veselin","Kasparov, Gary",1-0,2700,2775,"Topalov, Veselin","Kasparov, Gary"
1236,Amsterdam VSB,Amsterdam,1996-01-01,"Piket, Jeroen","Kasparov, Gary",0-1,2570,2775,"Kasparov, Gary","Piket, Jeroen"
1237,Amsterdam VSB,Amsterdam,1996-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2775,2725,"Kasparov, Gary","Anand, Viswanathan"
1238,Amsterdam VSB,Amsterdam,1996-01-01,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2665,2775,draw,draw
1239,Amsterdam VSB,Amsterdam,1996-01-01,"Kasparov, Gary","Seirawan, Yasser",1-0,2775,2630,"Kasparov, Gary","Seirawan, Yasser"
1240,Amsterdam VSB,Amsterdam,1996-01-01,"Timman, Jan H","Kasparov, Gary",1/2-1/2,2620,2775,draw,draw
1241,Amsterdam VSB,Amsterdam,1996-01-01,"Kasparov, Gary","Kramnik, Vladimir",1-0,2775,2775,"Kasparov, Gary","Kramnik, Vladimir"
1242,Amsterdam VSB,Amsterdam,1996-01-01,"Lautier, Joel","Kasparov, Gary",1/2-1/2,2630,2775,draw,draw
1243,Amsterdam VSB,Amsterdam,1996-01-01,"Kasparov, Gary","Gelfand, Boris",1-0,2775,2700,"Kasparov, Gary","Gelfand, Boris"
1244,Dos Hermanas,Dos Hermanas,1996-01-01,"Kasparov, Gary","Kamsky, Gata",1/2-1/2,2775,2735,draw,draw
1245,Dos Hermanas,Dos Hermanas,1996-01-01,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2725,2775,draw,draw
1246,Dos Hermanas,Dos Hermanas,1996-01-01,"Kasparov, Gary","Shirov, Alexei",1-0,2775,2690,"Kasparov, Gary","Shirov, Alexei"
1247,Dos Hermanas,Dos Hermanas,1996-01-01,"Kasparov, Gary","Illescas Cordoba, Miguel",1/2-1/2,2775,2635,draw,draw
1248,Dos Hermanas,Dos Hermanas,1996-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1/2-1/2,2735,2775,draw,draw
1249,Dos Hermanas,Dos Hermanas,1996-01-01,"Kasparov, Gary","Kramnik, Vladimir",0-1,2775,2775,"Kramnik, Vladimir","Kasparov, Gary"
1250,Dos Hermanas,Dos Hermanas,1996-01-01,"Polgar, Judit","Kasparov, Gary",0-1,2675,2775,"Kasparov, Gary","Polgar, Judit"
1251,Dos Hermanas,Dos Hermanas,1996-01-01,"Kasparov, Gary","Topalov, Veselin",1/2-1/2,2775,2700,draw,draw
1252,Dos Hermanas,Dos Hermanas,1996-01-01,"Gelfand, Boris","Kasparov, Gary",0-1,2700,2775,"Kasparov, Gary","Gelfand, Boris"
1253,Geneve Credit Suisse,Geneve,1996-01-01,"Kasparov, Gary","Nenashev, Alexander",1-0,2785,2580,"Kasparov, Gary","Nenashev, Alexander"
1254,Geneve Credit Suisse,Geneve,1996-01-01,"Nenashev, Alexander","Kasparov, Gary",0-1,2580,2785,"Kasparov, Gary","Nenashev, Alexander"
1255,Geneve Credit Suisse,Geneve,1996-01-01,"Kasparov, Gary","Topalov, Veselin",1/2-1/2,2785,2750,draw,draw
1256,Geneve Credit Suisse,Geneve,1996-01-01,"Topalov, Veselin","Kasparov, Gary",0-1,2750,2785,"Kasparov, Gary","Topalov, Veselin"
1257,Geneve Credit Suisse,Geneve,1996-01-01,"Kasparov, Gary","Polgar, Judit",1/2-1/2,2785,2665,draw,draw
1258,Geneve Credit Suisse,Geneve,1996-01-01,"Polgar, Judit","Kasparov, Gary",0-1,2665,2785,"Kasparov, Gary","Polgar, Judit"
1259,Geneve Credit Suisse,Geneve,1996-01-01,"Kasparov, Gary","Anand, Viswanathan",1/2-1/2,2785,2750,draw,draw
1260,Geneve Credit Suisse,Geneve,1996-01-01,"Anand, Viswanathan","Kasparov, Gary",1-0,2750,2785,"Anand, Viswanathan","Kasparov, Gary"
1261,Geneve Credit Suisse,Geneve,1996-01-01,"Anand, Viswanathan","Kasparov, Gary",0-1,2735,2785,"Kasparov, Gary","Anand, Viswanathan"
1262,Geneve Credit Suisse,Geneve,1996-01-01,"Kasparov, Gary","Anand, Viswanathan",0-1,2785,2750,"Anand, Viswanathan","Kasparov, Gary"
1263,Jerusalem simul,Jerusalem,1996-01-01,"Kasparov, Gary","Burstein, Almog",1/2-1/2,2785,,draw,draw
1264,Jerusalem simul,Jerusalem,1996-01-01,"Kasparov, Gary","Scharansky, Nathan",0-1,2785,,"Scharansky, Nathan","Kasparov, Gary"
1265,Las Palmas,Las Palmas,1996-01-01,"Topalov, Veselin","Kasparov, Gary",0-1,2750,2785,"Kasparov, Gary","Topalov, Veselin"
1266,Las Palmas,Las Palmas,1996-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1/2-1/2,2730,2785,draw,draw
1267,Moscow PCA-GP,Moscow,1996-01-01,"Kasparov, Gary","Gelfand, Boris",1-0,2775,2700,"Kasparov, Gary","Gelfand, Boris"
1268,Moscow PCA-GP,Moscow,1996-01-01,"Gelfand, Boris","Kasparov, Gary",0-1,2700,2775,"Kasparov, Gary","Gelfand, Boris"
1269,Moscow PCA-GP,Moscow,1996-01-01,"Dreev, Alexey","Kasparov, Gary",0-1,2670,2775,"Kasparov, Gary","Dreev, Alexey"
1270,Moscow PCA-GP,Moscow,1996-01-01,"Kasparov, Gary","Dreev, Alexey",0-1,2775,2670,"Dreev, Alexey","Kasparov, Gary"
1271,Moscow PCA-GP  blitz,Moscow,1996-01-01,"Dreev, Alexey","Kasparov, Gary",0-1,2670,2775,"Kasparov, Gary","Dreev, Alexey"
1272,Moscow PCA-GP,Moscow,1996-01-01,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2725,2775,draw,draw
1273,Moscow PCA-GP,Moscow,1996-01-01,"Kasparov, Gary","Anand, Viswanathan",1-0,2775,2725,"Kasparov, Gary","Anand, Viswanathan"
1274,Moscow PCA-GP,Moscow,1996-01-01,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2775,2775,draw,draw
1275,Moscow PCA-GP  blitz,Moscow,1996-01-01,"Kasparov, Gary","Kramnik, Vladimir",0-1,2775,2775,"Kramnik, Vladimir","Kasparov, Gary"
1276,Moscow PCA-GP  blitz,Moscow,1996-01-01,"Kramnik, Vladimir","Kasparov, Gary",1/2-1/2,2775,2775,draw,draw
1277,Moscow PCA-GP,Moscow,1996-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2775,2775,draw,draw
1278,Philadelphia m,Philadelphia,1996-01-01,Comp Deep Blue,"Kasparov, Gary",1-0,,2795,Comp Deep Blue,"Kasparov, Gary"
1279,Philadelphia m,Philadelphia,1996-01-01,"Kasparov, Gary",Comp Deep Blue,1-0,2795,,"Kasparov, Gary",Comp Deep Blue
1280,Philadelphia m,Philadelphia,1996-01-01,Comp Deep Blue,"Kasparov, Gary",1/2-1/2,,2795,draw,draw
1281,Philadelphia m,Philadelphia,1996-01-01,"Kasparov, Gary",Comp Deep Blue,1/2-1/2,2795,,draw,draw
1282,Philadelphia m,Philadelphia,1996-01-01,Comp Deep Blue,"Kasparov, Gary",0-1,,2795,"Kasparov, Gary",Comp Deep Blue
1283,Philadelphia m,Philadelphia,1996-01-01,"Kasparov, Gary",Comp Deep Blue,1-0,2795,,"Kasparov, Gary",Comp Deep Blue
1284,BRA sim,Rio de Janiero,1996-01-01,"Kasparov, Gary","Milos, Gilberto",1/2-1/2,2775,2565,draw,draw
1285,BRA sim,Rio de Janiero,1996-01-01,"Lima, Darcy","Kasparov, Gary",1/2-1/2,2440,2775,draw,draw
1286,BRA sim,Rio de Janiero,1996-01-01,"Kasparov, Gary","Vescovi, Giovanni",1-0,2775,2475,"Kasparov, Gary","Vescovi, Giovanni"
1287,BRA sim,Rio de Janiero,1996-01-01,"Toth, Christian Endre","Kasparov, Gary",0-1,2375,2775,"Kasparov, Gary","Toth, Christian Endre"
1288,BRA sim,Rio de Janiero,1996-01-01,"Kasparov, Gary","Miranda, Marcio MC",1-0,2775,2305,"Kasparov, Gary","Miranda, Marcio MC"
1289,BRA sim,Rio de Janiero,1996-01-01,"Gouveia, Carlos Eduardo","Kasparov, Gary",0-1,2390,2775,"Kasparov, Gary","Gouveia, Carlos Eduardo"
1290,Yerevan ol (Men),Yerevan,1996-01-01,"Kasparov, Gary","Lautier, Joel",1/2-1/2,2785,2620,draw,draw
1291,Yerevan ol (Men),Yerevan,1996-01-01,"Jussupow, Artur","Kasparov, Gary",1/2-1/2,2665,2785,draw,draw
1292,Yerevan ol (Men),Yerevan,1996-01-01,"Kasparov, Gary","Akopian, Vladimir",1/2-1/2,2785,2630,draw,draw
1293,Yerevan ol (Men),Yerevan,1996-01-01,"Kasparov, Gary","Hracek, Zbynek",1-0,2785,2625,"Kasparov, Gary","Hracek, Zbynek"
1294,Yerevan ol (Men),Yerevan,1996-01-01,"Shirov, Alexei","Kasparov, Gary",1/2-1/2,2685,2785,draw,draw
1295,Yerevan ol (Men),Yerevan,1996-01-01,"Topalov, Veselin","Kasparov, Gary",0-1,2750,2785,"Kasparov, Gary","Topalov, Veselin"
1296,Yerevan ol (Men),Yerevan,1996-01-01,"Kasparov, Gary","Sokolov, Ivan",1-0,2785,2670,"Kasparov, Gary","Sokolov, Ivan"
1297,Yerevan ol (Men),Yerevan,1996-01-01,"Smirin, Ilia","Kasparov, Gary",0-1,2625,2785,"Kasparov, Gary","Smirin, Ilia"
1298,Yerevan ol (Men),Yerevan,1996-01-01,"Kasparov, Gary","Yermolinsky, Alex",1-0,2785,2610,"Kasparov, Gary","Yermolinsky, Alex"
1299,Linares 14th,Linares,1997-02-05,"Dreev, Alexey","Kasparov, Gary",1/2-1/2,2650,2795,draw,draw
1300,Linares 14th,Linares,1997-02-06,"Kasparov, Gary","Gelfand, Boris",1/2-1/2,2795,2700,draw,draw
1301,Linares 14th,Linares,1997-02-10,"Topalov, Veselin","Kasparov, Gary",0-1,2725,2795,"Kasparov, Gary","Topalov, Veselin"
1302,Linares 14th,Linares,1997-02-15,"Shirov, Alexei","Kasparov, Gary",0-1,2690,2795,"Kasparov, Gary","Shirov, Alexei"
1303,New York man vs machine,New York,1997-05-03,"Kasparov, Gary",Comp Deep Blue,1-0,2785,,"Kasparov, Gary",Comp Deep Blue
1304,New York man vs machine,New York,1997-05-04,Comp Deep Blue,"Kasparov, Gary",1-0,,2785,Comp Deep Blue,"Kasparov, Gary"
1305,New York man vs machine,New York,1997-05-06,"Kasparov, Gary",Comp Deep Blue,1/2-1/2,2785,,draw,draw
1306,Novgorod,Novgorod,1997-06-12,"Topalov, Veselin","Kasparov, Gary",1/2-1/2,2725,2795,draw,draw
1307,Novgorod,Novgorod,1997-06-15,"Kasparov, Gary","Short, Nigel D",1-0,2795,2690,"Kasparov, Gary","Short, Nigel D"
1308,Novgorod,Novgorod,1997-06-19,"Kasparov, Gary","Topalov, Veselin",1/2-1/2,2795,2725,draw,draw
1309,Novgorod,Novgorod,1997-06-23,"Short, Nigel D","Kasparov, Gary",1/2-1/2,2690,2795,draw,draw
1310,Buenos Aires sim,Buenos Aires,1997-09-06,"Kasparov, Gary","Panno, Oscar",1-0,2820,2450,"Kasparov, Gary","Panno, Oscar"
1311,Tilburg Fontys,Tilburg,1997-09-06,"Svidler, Peter","Kasparov, Gary",1-0,2660,2820,"Svidler, Peter","Kasparov, Gary"
1312,Novgorod,Novgorod,1997-09-18,"Gelfand, Boris","Kasparov, Gary",0-1,2700,2795,"Kasparov, Gary","Gelfand, Boris"
1313,Tilburg Fontys,Tilburg,1997-09-27,"Van Wely, Loek","Kasparov, Gary",0-1,2655,2820,"Kasparov, Gary","Van Wely, Loek"
1314,Tilburg Fontys,Tilburg,1997-09-28,"Kasparov, Gary","Polgar, Judit",1-0,2820,2670,"Kasparov, Gary","Polgar, Judit"
1315,Tilburg Fontys,Tilburg,1997-09-29,"Shaked, Tal","Kasparov, Gary",0-1,2500,2820,"Kasparov, Gary","Shaked, Tal"
1316,Tilburg Fontys,Tilburg,1997-10-02,"Shirov, Alexei","Kasparov, Gary",0-1,2700,2820,"Kasparov, Gary","Shirov, Alexei"
1317,Tilburg Fontys,Tilburg,1997-10-07,"Adams, Michael","Kasparov, Gary",1/2-1/2,2680,2820,draw,draw
1318,Tilburg Fontys,Tilburg,1997-10-09,"Lautier, Joel","Kasparov, Gary",1/2-1/2,2660,2820,draw,draw
1319,Buenos Aires sim,Buenos Aires,1997-01-01,"Zarnicki, Pablo","Kasparov, Gary",1/2-1/2,2550,2820,draw,draw
1320,Buenos Aires sim,Buenos Aires,1997-01-01,"Ricardi, Pablo","Kasparov, Gary",1/2-1/2,2575,2820,draw,draw
1321,Buenos Aires sim,Buenos Aires,1997-01-01,"Kasparov, Gary","German, Gustavo",1/2-1/2,2820,2495,draw,draw
1322,Buenos Aires sim,Buenos Aires,1997-01-01,"Sorin, Ariel","Kasparov, Gary",0-1,2460,2820,"Kasparov, Gary","Sorin, Ariel"
1323,Buenos Aires sim,Buenos Aires,1997-01-01,"Kasparov, Gary","Spangenberg, Hugo",1-0,2820,2565,"Kasparov, Gary","Spangenberg, Hugo"
1324,Buenos Aires sim,Buenos Aires,1997-01-01,"Panno, Oscar","Kasparov, Gary",1/2-1/2,2450,2820,draw,draw
1325,Buenos Aires sim,Buenos Aires,1997-01-01,"Kasparov, Gary","Zarnicki, Pablo",1-0,2820,2550,"Kasparov, Gary","Zarnicki, Pablo"
1326,Buenos Aires sim,Buenos Aires,1997-01-01,"Spangenberg, Hugo","Kasparov, Gary",1-0,2565,2820,"Spangenberg, Hugo","Kasparov, Gary"
1327,Buenos Aires sim,Buenos Aires,1997-01-01,"Kasparov, Gary","Ricardi, Pablo",1-0,2820,2575,"Kasparov, Gary","Ricardi, Pablo"
1328,Buenos Aires sim,Buenos Aires,1997-01-01,"Kasparov, Gary","Sorin, Ariel",1-0,2820,2460,"Kasparov, Gary","Sorin, Ariel"
1329,Buenos Aires sim,Buenos Aires,1997-01-01,"German, Gustavo","Kasparov, Gary",1/2-1/2,2495,2820,draw,draw
1330,Catonsville sim,Catonsville,1997-01-01,"Barakh, Al","Kasparov, Gary",0-1,,2795,"Kasparov, Gary","Barakh, Al"
1331,Catonsville sim,Catonsville,1997-01-01,"Tsibulevskiy, E.","Kasparov, Gary",0-1,,2795,"Kasparov, Gary","Tsibulevskiy, E."
1332,Catonsville sim,Catonsville,1997-01-01,"Morrison, William","Kasparov, Gary",0-1,2390,2795,"Kasparov, Gary","Morrison, William"
1333,Catonsville sim,Catonsville,1997-01-01,"Kasparov, Gary","Atlas, Dimitry",1/2-1/2,2795,2310,draw,draw
1334,Catonsville sim,Catonsville,1997-01-01,"Kasparov, Gary","Atlas, Valeri",1-0,2795,2460,"Kasparov, Gary","Atlas, Valeri"
1335,Catonsville sim,Catonsville,1997-01-01,"Kasparov, Gary","Kaufman, Raymond",1-0,2795,,"Kasparov, Gary","Kaufman, Raymond"
1336,Catonsville sim,Catonsville,1997-01-01,"Kasparov, Gary","Lefstein, B.",1-0,2795,,"Kasparov, Gary","Lefstein, B."
1337,Catonsville sim,Catonsville,1997-01-01,"Shahade, Gregory","Kasparov, Gary",0-1,2325,2795,"Kasparov, Gary","Shahade, Gregory"
1338,Linares 14th,Linares,1997-01-01,"Anand, Viswanathan","Kasparov, Gary",0-1,2765,2795,"Kasparov, Gary","Anand, Viswanathan"
1339,Linares 14th,Linares,1997-01-01,"Piket, Jeroen","Kasparov, Gary",1/2-1/2,2640,2795,draw,draw
1340,Linares 14th,Linares,1997-01-01,"Kasparov, Gary","Nikolic, Predrag",1-0,2795,2655,"Kasparov, Gary","Nikolic, Predrag"
1341,Linares 14th,Linares,1997-01-01,"Kasparov, Gary","Adams, Michael",1-0,2795,2665,"Kasparov, Gary","Adams, Michael"
1342,Linares 14th,Linares,1997-01-01,"Ivanchuk, Vassily","Kasparov, Gary",1-0,2740,2795,"Ivanchuk, Vassily","Kasparov, Gary"
1343,Linares 14th,Linares,1997-01-01,"Kasparov, Gary","Polgar, Judit",1-0,2795,2645,"Kasparov, Gary","Polgar, Judit"
1344,Linares 14th,Linares,1997-01-01,"Kasparov, Gary","Kramnik, Vladimir",1-0,2795,2740,"Kasparov, Gary","Kramnik, Vladimir"
1345,London sim,London,1997-01-01,"Kasparov, Gary",BCF Girls,1/2-1/2,2820,,draw,draw
1346,London sim,London,1997-01-01,"Kasparov, Gary",ICC,1/2-1/2,2820,,draw,draw
1347,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Paco, Albalate",1-0,2795,,"Kasparov, Gary","Paco, Albalate"
1348,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Sacco, Gelabert",1-0,2795,,"Kasparov, Gary","Sacco, Gelabert"
1349,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Prados, Ant",1-0,2795,,"Kasparov, Gary","Prados, Ant"
1350,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Munoz, Luis Gerardo",1-0,2795,2245,"Kasparov, Gary","Munoz, Luis Gerardo"
1351,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Blasco, L.",1-0,2795,,"Kasparov, Gary","Blasco, L."
1352,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Jimenez, Angel",1-0,2795,,"Kasparov, Gary","Jimenez, Angel"
1353,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary",Revista WEB,1-0,2795,,"Kasparov, Gary",Revista WEB
1354,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Alvaro, Raul",1-0,2795,,"Kasparov, Gary","Alvaro, Raul"
1355,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Altarriba, S.",1/2-1/2,2795,,draw,draw
1356,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Vivanco, J.",1-0,2795,,"Kasparov, Gary","Vivanco, J."
1357,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Baches Garcia, Guillermo",1-0,2795,2235,"Kasparov, Gary","Baches Garcia, Guillermo"
1358,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Balam, H.",1-0,2795,,"Kasparov, Gary","Balam, H."
1359,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Charambalos, J.",1-0,2795,,"Kasparov, Gary","Charambalos, J."
1360,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary",EuropChess,1/2-1/2,2795,,draw,draw
1361,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary",Grup Equs,1-0,2795,,"Kasparov, Gary",Grup Equs
1362,El Pais sim,Madrid,1997-01-01,"Kasparov, Gary","Guerrero, P.",1-0,2795,,"Kasparov, Gary","Guerrero, P."
1363,New York man vs machine,New York,1997-01-01,Comp Deep Blue,"Kasparov, Gary",1/2-1/2,,2785,draw,draw
1364,New York man vs machine,New York,1997-01-01,"Kasparov, Gary",Comp Deep Blue,1/2-1/2,2785,,draw,draw
1365,New York man vs machine,New York,1997-01-01,Comp Deep Blue,"Kasparov, Gary",1-0,,2785,Comp Deep Blue,"Kasparov, Gary"
1366,Novgorod,Novgorod,1997-01-01,"Kasparov, Gary","Gelfand, Boris",1-0,2795,2700,"Kasparov, Gary","Gelfand, Boris"
1367,Novgorod,Novgorod,1997-01-01,"Kasparov, Gary","Bareev, Evgeny",1-0,2795,2665,"Kasparov, Gary","Bareev, Evgeny"
1368,Novgorod,Novgorod,1997-01-01,"Kramnik, Vladimir","Kasparov, Gary",1-0,2740,2795,"Kramnik, Vladimir","Kasparov, Gary"
1369,Novgorod,Novgorod,1997-01-01,"Bareev, Evgeny","Kasparov, Gary",1/2-1/2,2665,2795,draw,draw
1370,Novgorod,Novgorod,1997-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2795,2740,draw,draw
1371,Oakham sim,Oakham,1997-01-01,"Garner, David","Kasparov, Gary",0-1,2110,2820,"Kasparov, Gary","Garner, David"
1372,Oakham sim,Oakham,1997-01-01,"Kasparov, Gary","Lee, Graham D",1-0,2820,2350,"Kasparov, Gary","Lee, Graham D"
1373,Oakham sim,Oakham,1997-01-01,"Hunt, Harriet","Kasparov, Gary",0-1,2360,2820,"Kasparov, Gary","Hunt, Harriet"
1374,Oakham sim,Oakham,1997-01-01,"Kasparov, Gary","Botteley, Gerald",1-0,2820,,"Kasparov, Gary","Botteley, Gerald"
1375,Oakham sim,Oakham,1997-01-01,"Kasparov, Gary","Pert, Richard G",1-0,2820,2230,"Kasparov, Gary","Pert, Richard G"
1376,Oakham sim,Oakham,1997-01-01,"Pert, Nicholas","Kasparov, Gary",0-1,2240,2820,"Kasparov, Gary","Pert, Nicholas"
1377,Tilburg Fontys,Tilburg,1997-01-01,"Kasparov, Gary","Onischuk, Alexander",1/2-1/2,2820,2625,draw,draw
1378,Tilburg Fontys,Tilburg,1997-01-01,"Kasparov, Gary","Leko, Peter",1-0,2820,2635,"Kasparov, Gary","Leko, Peter"
1379,Tilburg Fontys,Tilburg,1997-01-01,"Kasparov, Gary","Piket, Jeroen",1-0,2820,2630,"Kasparov, Gary","Piket, Jeroen"
1380,Tilburg Fontys,Tilburg,1997-01-01,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2820,2770,draw,draw
1381,Linares,Linares,1998-02-24,"Kasparov, Gary","Anand, Viswanathan",1-0,2825,2770,"Kasparov, Gary","Anand, Viswanathan"
1382,Linares,Linares,1998-02-26,"Kasparov, Gary","Topalov, Veselin",1/2-1/2,2825,2740,draw,draw
1383,Linares,Linares,1998-03-01,"Kasparov, Gary","Shirov, Alexei",1/2-1/2,2825,2710,draw,draw
1384,Linares,Linares,1998-03-02,"Kasparov, Gary","Svidler, Peter",1/2-1/2,2825,2690,draw,draw
1385,Linares,Linares,1998-03-04,"Anand, Viswanathan","Kasparov, Gary",1/2-1/2,2770,2825,draw,draw
1386,Linares,Linares,1998-03-08,"Kasparov, Gary","Kramnik, Vladimir",1/2-1/2,2825,2790,draw,draw
1387,Linares,Linares,1998-03-09,"Shirov, Alexei","Kasparov, Gary",1/2-1/2,2710,2825,draw,draw
1388,Sofia m 25',Sofia,1998-05-03,"Topalov, Veselin","Kasparov, Gary",0-1,2740,2825,"Kasparov, Gary","Topalov, Veselin"
1389,ISR-Kasparov handicap,Tel Aviv,1998-05-19,"Kasparov, Gary","Smirin, Ilia",1/2-1/2,2820,2595,draw,draw
1390,ISR-Kasparov handicap,Tel Aviv,1998-05-19,"Sutovskij, Emil","Kasparov, Gary",0-1,2590,2820,"Kasparov, Gary","Sutovskij, Emil"
1391,ISR-Kasparov handicap,Tel Aviv,1998-05-19,"Kasparov, Gary","Alterman, Boris",1/2-1/2,2825,2615,draw,draw
1392,ISR-Kasparov handicap,Tel Aviv,1998-05-19,"Huzman, Alexander","Kasparov, Gary",0-1,2610,2825,"Kasparov, Gary","Huzman, Alexander"
1393,ISR-Kasparov handicap,Tel Aviv,1998-05-21,"Kasparov, Gary","Sutovskij, Emil",1-0,2825,2595,"Kasparov, Gary","Sutovskij, Emil"
1394,ISR-Kasparov handicap,Tel Aviv,1998-05-21,"Kasparov, Gary","Huzman, Alexander",1-0,2825,2610,"Kasparov, Gary","Huzman, Alexander"
1395,ISR-Kasparov handicap,Tel Aviv,1998-05-21,"Alterman, Boris","Kasparov, Gary",0-1,2615,2825,"Kasparov, Gary","Alterman, Boris"
1396,ISR-Kasparov handicap,Tel Aviv,1998-05-21,"Smirin, Ilia","Kasparov, Gary",0-1,2590,2825,"Kasparov, Gary","Smirin, Ilia"
1397,Internet,ICC m1,1998-05-24,"Kasparov, Gary","Svidler, Peter",1-0,2825,2690,"Kasparov, Gary","Svidler, Peter"
1398,Internet,ICC m1,1998-05-24,"Svidler, Peter","Kasparov, Gary",1-0,2690,2825,"Svidler, Peter","Kasparov, Gary"
1399,Internet,ICC m1,1998-05-24,"Kasparov, Gary","Svidler, Peter",1-0,2825,2690,"Kasparov, Gary","Svidler, Peter"
